strength_mpa,weight_capacity_kg,biodegradability_percent,co2_emission_kg_per_kg,recyclability_percent,cost_per_kg,industry_use_case,source_type,confidence_level,co2_emission_norm,biodegradability_norm,recyclability_category,recyclability_score,co2_impact_index,cost_norm,strength_norm,cost_efficiency_index
12.0,8.0,85.0,0.5,80.0,56.0,Electronics,Estimate,Medium,0.0142760027192386,0.85,B,0.75,87.42895989123046,0.1347517730496454,0.0927835051546391,47.90158660524969
70.0,20.0,1.0,4.0,20.0,90.0,Electronics,Literature,High,0.2522093813732154,0.01,D,0.25,37.71162474507138,0.2553191489361702,0.6907216494845361,71.7701250274183
70.0,20.0,1.0,3.0,40.0,85.0,Electronics,Estimate,Medium,0.1842284160435078,0.01,D,0.25,40.430863358259685,0.2375886524822695,0.6907216494845361,72.65664985011333
16.0,14.0,80.0,1.1,75.0,60.0,Electronics,Estimate,Medium,0.0550645819170632,0.8,B,0.75,84.29741672331747,0.1489361702127659,0.134020618556701,49.25422241719675
15.0,11.0,5.0,1.1,90.0,44.0,Pharma,Estimate,Medium,0.0550645819170632,0.05,A,1.0,69.29741672331747,0.0921985815602836,0.1237113402061855,51.575637932295095
15.0,11.0,5.0,0.8,95.0,40.0,Pharma,Estimate,Medium,0.0346702923181509,0.05,A,1.0,70.11318830727397,0.0780141843971631,0.1237113402061855,52.28485779045112
9.0,5.0,85.0,0.5,80.0,50.0,Pharma,Estimate,Medium,0.0142760027192386,0.85,B,0.75,87.42895989123046,0.1134751773049645,0.0618556701030927,47.41902463990642
60.0,15.0,1.0,8.0,10.0,120.0,Pharma,Literature,High,0.5241332426920462,0.01,D,0.25,26.83467029231815,0.3617021276595745,0.5876288659793815,61.296336915990345
65.0,16.0,1.0,3.0,40.0,150.0,Pharma,Estimate,Medium,0.1842284160435078,0.01,D,0.25,40.430863358259685,0.4680851063829787,0.6391752577319587,58.554507567449
28.0,12.0,70.0,1.2,70.0,140.0,Pharma,Estimate,Medium,0.0618626784500339,0.7,B,0.75,81.02549286199864,0.4326241134751773,0.2577319587628865,41.25539226438546
70.0,10.0,0.0,2.4,95.0,130.0,Pharma,Literature,High,0.1434398368456832,0.0,A,1.0,64.26240652617268,0.3971631205673759,0.6907216494845361,64.67792644585802
60.0,12.0,1.0,3.0,40.0,80.0,Pharma,Estimate,Medium,0.1842284160435078,0.01,D,0.25,40.430863358259685,0.2198581560283688,0.5876288659793815,68.38853549755063
60.0,12.0,1.0,1.8,60.0,78.0,Pharma,Estimate,Medium,0.1026512576478586,0.01,C,0.5,51.19394969408566,0.2127659574468085,0.5876288659793815,68.74314542662864
18.0,16.0,5.0,1.2,90.0,48.0,Medical,Estimate,Medium,0.0618626784500339,0.05,A,1.0,69.02549286199864,0.1063829787234042,0.1546391752577319,52.41280982671639
18.0,16.0,5.0,0.82,95.0,44.0,Medical,Estimate,Medium,0.036029911624745,0.05,A,1.0,70.0588035350102,0.0921985815602836,0.1546391752577319,53.12202968487241
11.0,7.0,85.0,0.5,80.0,54.0,Medical,Estimate,Medium,0.0142760027192386,0.85,B,0.75,87.42895989123046,0.1276595744680851,0.0824742268041237,47.740732616801935
65.0,16.0,1.0,3.0,40.0,80.0,Medical,Estimate,Medium,0.1842284160435078,0.01,D,0.25,40.430863358259685,0.2198581560283688,0.6391752577319587,70.9658550851795
65.0,16.0,1.0,1.8,60.0,78.0,Medical,Estimate,Medium,0.1026512576478586,0.01,C,0.5,51.19394969408566,0.2127659574468085,0.6391752577319587,71.32046501425751
20.0,10.0,80.0,1.1,85.0,90.0,Medical,Estimate,Medium,0.0550645819170632,0.8,B,0.75,84.29741672331747,0.2553191489361702,0.1752577319587628,45.99692915112964
30.0,10.0,1.0,2.5,30.0,50.0,Medical,Estimate,Medium,0.1502379333786539,0.01,D,0.25,41.79048266485385,0.1134751773049645,0.2783505154639175,58.24376690794766
30.0,10.0,1.0,2.3,50.0,55.0,Medical,Estimate,Medium,0.1366417403127124,0.01,C,0.5,49.8343303874915,0.1312056737588652,0.2783505154639175,57.357242085252615
25.0,9.0,85.0,0.7,60.0,80.0,Medical,Estimate,Medium,0.0278721957851801,0.85,C,0.5,79.3851121685928,0.2198581560283688,0.2268041237113402,50.34729838414857
20.0,20.0,5.0,1.3,88.0,50.0,Industrial,Estimate,Medium,0.0686607749830047,0.05,B,0.75,61.25356900067982,0.1134751773049645,0.1752577319587628,53.08912773268992
20.0,20.0,5.0,0.9,93.0,46.0,Industrial,Estimate,Medium,0.0414683888511216,0.05,A,1.0,69.84126444595513,0.0992907801418439,0.1752577319587628,53.79834759084594
70.0,30.0,1.0,4.0,50.0,100.0,Industrial,Estimate,Medium,0.2522093813732154,0.01,C,0.5,45.211624745071376,0.2907801418439716,0.6907216494845361,69.99707538202821
70.0,30.0,1.0,2.8,65.0,95.0,Industrial,Estimate,Medium,0.1706322229775662,0.01,C,0.5,48.47471108089735,0.2730496453900709,0.6907216494845361,70.88360020472327
80.0,35.0,0.0,7.0,90.0,140.0,Industrial,Estimate,Medium,0.4561522773623385,0.0,A,1.0,51.753908905506464,0.4326241134751773,0.7938144329896907,68.05951597572566
50.0,25.0,30.0,2.5,55.0,120.0,Industrial,Estimate,Medium,0.1502379333786539,0.3,C,0.5,57.99048266485385,0.3617021276595745,0.4845360824742268,56.141697740732624
18.0,16.0,5.0,1.2,88.0,48.0,Chemicals,Estimate,Medium,0.0618626784500339,0.05,B,0.75,61.52549286199864,0.1063829787234042,0.1546391752577319,52.41280982671639
18.0,16.0,5.0,0.82,93.0,44.0,Chemicals,Estimate,Medium,0.036029911624745,0.05,A,1.0,70.0588035350102,0.0921985815602836,0.1546391752577319,53.12202968487241
70.0,35.0,1.0,4.0,50.0,100.0,Chemicals,Estimate,Medium,0.2522093813732154,0.01,C,0.5,45.211624745071376,0.2907801418439716,0.6907216494845361,69.99707538202821
70.0,35.0,1.0,2.8,65.0,95.0,Chemicals,Estimate,Medium,0.1706322229775662,0.01,C,0.5,48.47471108089735,0.2730496453900709,0.6907216494845361,70.88360020472327
85.0,40.0,0.0,8.0,90.0,140.0,Chemicals,Literature,High,0.5241332426920462,0.0,A,1.0,49.03467029231815,0.4326241134751773,0.845360824742268,70.63683556335454
80.0,38.0,1.0,7.0,70.0,150.0,Chemicals,Estimate,Medium,0.4561522773623385,0.01,B,0.75,44.55390890550645,0.4680851063829787,0.7938144329896907,66.28646633033559
16.0,12.0,5.0,1.1,90.0,45.0,Cosmetic Shipping,Estimate,Medium,0.0550645819170632,0.05,A,1.0,69.29741672331747,0.0957446808510638,0.134020618556701,51.91379688528186
16.0,12.0,5.0,0.8,95.0,41.0,Cosmetic Shipping,Estimate,Medium,0.0346702923181509,0.05,A,1.0,70.11318830727397,0.0815602836879432,0.134020618556701,52.62301674343789
10.0,6.0,80.0,0.8,90.0,35.0,Cosmetic Shipping,Estimate,Medium,0.0346702923181509,0.8,A,1.0,92.61318830727396,0.0602836879432624,0.0721649484536082,50.594063025517286
30.0,10.0,1.0,2.5,30.0,50.0,Cosmetic Shipping,Estimate,Medium,0.1502379333786539,0.01,D,0.25,41.79048266485385,0.1134751773049645,0.2783505154639175,58.24376690794766
30.0,10.0,1.0,1.8,50.0,48.0,Cosmetic Shipping,Estimate,Medium,0.1026512576478586,0.01,C,0.5,51.19394969408566,0.1063829787234042,0.2783505154639175,58.59837683702567
20.0,8.0,85.0,0.7,60.0,80.0,Cosmetic Shipping,Estimate,Medium,0.0278721957851801,0.85,C,0.5,79.3851121685928,0.2198581560283688,0.1752577319587628,47.76997879651971
16.0,12.0,5.0,1.1,90.0,45.0,Subscription,Estimate,Medium,0.0550645819170632,0.05,A,1.0,69.29741672331747,0.0957446808510638,0.134020618556701,51.91379688528186
16.0,12.0,5.0,0.8,95.0,41.0,Subscription,Estimate,Medium,0.0346702923181509,0.05,A,1.0,70.11318830727397,0.0815602836879432,0.134020618556701,52.62301674343789
10.0,6.0,80.0,0.8,90.0,35.0,Subscription,Estimate,Medium,0.0346702923181509,0.8,A,1.0,92.61318830727396,0.0602836879432624,0.0721649484536082,50.594063025517286
30.0,10.0,1.0,2.5,30.0,50.0,Subscription,Estimate,Medium,0.1502379333786539,0.01,D,0.25,41.79048266485385,0.1134751773049645,0.2783505154639175,58.24376690794766
30.0,10.0,1.0,1.8,50.0,48.0,Subscription,Estimate,Medium,0.1026512576478586,0.01,C,0.5,51.19394969408566,0.1063829787234042,0.2783505154639175,58.59837683702567
20.0,8.0,85.0,0.7,60.0,80.0,Subscription,Estimate,Medium,0.0278721957851801,0.85,C,0.5,79.3851121685928,0.2198581560283688,0.1752577319587628,47.76997879651971
16.0,12.0,5.0,1.1,90.0,50.0,Gifts,Estimate,Medium,0.0550645819170632,0.05,A,1.0,69.29741672331747,0.1134751773049645,0.134020618556701,51.027272062586825
16.0,12.0,5.0,0.8,95.0,45.0,Gifts,Estimate,Medium,0.0346702923181509,0.05,A,1.0,70.11318830727397,0.0957446808510638,0.134020618556701,51.91379688528186
10.0,6.0,80.0,0.8,90.0,40.0,Gifts,Estimate,Medium,0.0346702923181509,0.8,A,1.0,92.61318830727396,0.0780141843971631,0.0721649484536082,49.707538202822256
30.0,10.0,1.0,2.5,30.0,55.0,Gifts,Estimate,Medium,0.1502379333786539,0.01,D,0.25,41.79048266485385,0.1312056737588652,0.2783505154639175,57.357242085252615
30.0,10.0,1.0,1.8,50.0,50.0,Gifts,Estimate,Medium,0.1026512576478586,0.01,C,0.5,51.19394969408566,0.1134751773049645,0.2783505154639175,58.24376690794766
20.0,8.0,85.0,0.7,60.0,85.0,Gifts,Estimate,Medium,0.0278721957851801,0.85,C,0.5,79.3851121685928,0.2375886524822695,0.1752577319587628,46.88345397382467
15.0,11.0,5.0,1.1,90.0,44.0,Electronics Accessory,Estimate,Medium,0.0550645819170632,0.05,A,1.0,69.29741672331747,0.0921985815602836,0.1237113402061855,51.575637932295095
15.0,11.0,5.0,0.8,95.0,40.0,Electronics Accessory,Estimate,Medium,0.0346702923181509,0.05,A,1.0,70.11318830727397,0.0780141843971631,0.1237113402061855,52.28485779045112
9.0,5.0,85.0,0.5,80.0,50.0,Electronics Accessory,Estimate,Medium,0.0142760027192386,0.85,B,0.75,87.42895989123046,0.1134751773049645,0.0618556701030927,47.41902463990642
60.0,15.0,1.0,3.0,40.0,80.0,Electronics Accessory,Estimate,Medium,0.1842284160435078,0.01,D,0.25,40.430863358259685,0.2198581560283688,0.5876288659793815,68.38853549755063
60.0,15.0,1.0,1.8,60.0,78.0,Electronics Accessory,Estimate,Medium,0.1026512576478586,0.01,C,0.5,51.19394969408566,0.2127659574468085,0.5876288659793815,68.74314542662864
18.0,10.0,80.0,1.0,85.0,70.0,Electronics Accessory,Estimate,Medium,0.0482664853840924,0.8,B,0.75,84.56934058463631,0.1843971631205673,0.1546391752577319,48.51210060685823
18.0,18.0,5.0,1.2,88.0,48.0,Beverage Shipping,Estimate,Medium,0.0618626784500339,0.05,B,0.75,61.52549286199864,0.1063829787234042,0.1546391752577319,52.41280982671639
18.0,18.0,5.0,0.82,93.0,44.0,Beverage Shipping,Estimate,Medium,0.036029911624745,0.05,A,1.0,70.0588035350102,0.0921985815602836,0.1546391752577319,53.12202968487241
12.0,9.0,85.0,0.5,80.0,55.0,Beverage Shipping,Estimate,Medium,0.0142760027192386,0.85,B,0.75,87.42895989123046,0.1312056737588652,0.0927835051546391,48.078891569788695
65.0,18.0,1.0,3.0,40.0,80.0,Beverage Shipping,Estimate,Medium,0.1842284160435078,0.01,D,0.25,40.430863358259685,0.2198581560283688,0.6391752577319587,70.9658550851795
65.0,18.0,1.0,1.8,60.0,78.0,Beverage Shipping,Estimate,Medium,0.1026512576478586,0.01,C,0.5,51.19394969408566,0.2127659574468085,0.6391752577319587,71.32046501425751
16.0,12.0,80.0,1.0,85.0,60.0,Beverage Shipping,Estimate,Medium,0.0482664853840924,0.8,B,0.75,84.56934058463631,0.1489361702127659,0.134020618556701,49.25422241719675
22.0,24.0,5.0,1.3,88.0,55.0,Palletization,Estimate,Medium,0.0686607749830047,0.05,B,0.75,61.25356900067982,0.1312056737588652,0.1958762886597938,53.23353074504643
22.0,24.0,5.0,0.9,93.0,50.0,Palletization,Estimate,Medium,0.0414683888511216,0.05,A,1.0,69.84126444595513,0.1134751773049645,0.1958762886597938,54.12005556774147
70.0,30.0,1.0,4.0,50.0,120.0,Palletization,Estimate,Medium,0.2522093813732154,0.01,C,0.5,45.211624745071376,0.3617021276595745,0.6907216494845361,66.45097609124808
70.0,30.0,1.0,2.8,65.0,115.0,Palletization,Estimate,Medium,0.1706322229775662,0.01,C,0.5,48.47471108089735,0.3439716312056737,0.6907216494845361,67.33750091394312
80.0,35.0,0.0,7.0,90.0,150.0,Palletization,Estimate,Medium,0.4561522773623385,0.0,A,1.0,51.753908905506464,0.4680851063829787,0.7938144329896907,66.28646633033559
50.0,25.0,30.0,2.5,55.0,130.0,Palletization,Estimate,Medium,0.1502379333786539,0.3,C,0.5,57.99048266485385,0.3971631205673759,0.4845360824742268,54.36864809534254
20.0,20.0,5.0,1.3,88.0,55.0,Bulk Liquids,Estimate,Medium,0.0686607749830047,0.05,B,0.75,61.25356900067982,0.1312056737588652,0.1752577319587628,52.20260290999488
20.0,20.0,5.0,0.9,93.0,50.0,Bulk Liquids,Estimate,Medium,0.0414683888511216,0.05,A,1.0,69.84126444595513,0.1134751773049645,0.1752577319587628,53.08912773268992
35.0,15.0,1.0,2.5,30.0,60.0,Bulk Liquids,Estimate,Medium,0.1502379333786539,0.01,D,0.25,41.79048266485385,0.1489361702127659,0.3298969072164948,59.04803685018645
35.0,15.0,1.0,2.3,50.0,65.0,Bulk Liquids,Estimate,Medium,0.1366417403127124,0.01,C,0.5,49.8343303874915,0.1666666666666666,0.3298969072164948,58.16151202749141
30.0,14.0,85.0,0.8,60.0,85.0,Bulk Liquids,Estimate,Medium,0.0346702923181509,0.85,C,0.5,79.11318830727397,0.2375886524822695,0.2783505154639175,52.03809314908241
70.0,35.0,1.0,4.0,50.0,100.0,Bulk Liquids,Estimate,Medium,0.2522093813732154,0.01,C,0.5,45.211624745071376,0.2907801418439716,0.6907216494845361,69.99707538202821
70.0,35.0,1.0,2.8,65.0,95.0,Bulk Liquids,Estimate,Medium,0.1706322229775662,0.01,C,0.5,48.47471108089735,0.2730496453900709,0.6907216494845361,70.88360020472327
80.0,40.0,0.0,7.0,90.0,140.0,Bulk Liquids,Estimate,Medium,0.4561522773623385,0.0,A,1.0,51.753908905506464,0.4326241134751773,0.7938144329896907,68.05951597572566
18.0,16.0,5.0,1.2,90.0,48.0,Shipping,Estimate,Medium,0.0618626784500339,0.05,A,1.0,69.02549286199864,0.1063829787234042,0.1546391752577319,52.41280982671639
18.0,16.0,5.0,0.82,95.0,44.0,Shipping,Estimate,Medium,0.036029911624745,0.05,A,1.0,70.0588035350102,0.0921985815602836,0.1546391752577319,53.12202968487241
15.0,12.0,80.0,1.0,90.0,42.0,Shipping,Estimate,Medium,0.0482664853840924,0.8,A,1.0,92.06934058463632,0.0851063829787234,0.1237113402061855,51.930247861373104
35.0,12.0,1.0,2.5,30.0,50.0,Shipping,Estimate,Medium,0.1502379333786539,0.01,D,0.25,41.79048266485385,0.1134751773049645,0.3298969072164948,60.82108649557652
35.0,12.0,1.0,1.8,50.0,48.0,Shipping,Estimate,Medium,0.1026512576478586,0.01,C,0.5,51.19394969408566,0.1063829787234042,0.3298969072164948,61.175696424654525
25.0,10.0,85.0,0.7,60.0,80.0,Shipping,Estimate,Medium,0.0278721957851801,0.85,C,0.5,79.3851121685928,0.2198581560283688,0.2268041237113402,50.34729838414857
16.0,14.0,5.0,1.1,90.0,46.0,Retail,Estimate,Medium,0.0550645819170632,0.05,A,1.0,69.29741672331747,0.0992907801418439,0.134020618556701,51.73649192074286
16.0,14.0,5.0,0.8,95.0,42.0,Retail,Estimate,Medium,0.0346702923181509,0.05,A,1.0,70.11318830727397,0.0851063829787234,0.134020618556701,52.44571177889888
14.0,12.0,80.0,0.9,90.0,40.0,Retail,Estimate,Medium,0.0414683888511216,0.8,A,1.0,92.34126444595516,0.0780141843971631,0.1134020618556701,51.76939387292535
60.0,15.0,1.0,3.0,40.0,80.0,Retail,Estimate,Medium,0.1842284160435078,0.01,D,0.25,40.430863358259685,0.2198581560283688,0.5876288659793815,68.38853549755063
60.0,15.0,1.0,1.8,60.0,78.0,Retail,Estimate,Medium,0.1026512576478586,0.01,C,0.5,51.19394969408566,0.2127659574468085,0.5876288659793815,68.74314542662864
30.0,10.0,85.0,0.7,60.0,90.0,Retail,Estimate,Medium,0.0278721957851801,0.85,C,0.5,79.3851121685928,0.2553191489361702,0.2783505154639175,51.15156832638736
18.0,14.0,5.0,1.2,88.0,50.0,POS,Estimate,Medium,0.0618626784500339,0.05,B,0.75,61.52549286199864,0.1134751773049645,0.1546391752577319,52.05819989763838
18.0,14.0,5.0,0.9,93.0,46.0,POS,Estimate,Medium,0.0414683888511216,0.05,A,1.0,69.84126444595513,0.0992907801418439,0.1546391752577319,52.7674197557944
16.0,12.0,80.0,1.0,90.0,45.0,POS,Estimate,Medium,0.0482664853840924,0.8,A,1.0,92.06934058463632,0.0957446808510638,0.134020618556701,51.91379688528186
65.0,18.0,1.0,3.0,40.0,90.0,POS,Estimate,Medium,0.1842284160435078,0.01,D,0.25,40.430863358259685,0.2553191489361702,0.6391752577319587,69.19280543978942
65.0,18.0,1.0,1.8,60.0,88.0,POS,Estimate,Medium,0.1026512576478586,0.01,C,0.5,51.19394969408566,0.2482269503546099,0.6391752577319587,69.54741536886743
30.0,10.0,85.0,0.7,60.0,95.0,POS,Estimate,Medium,0.0278721957851801,0.85,C,0.5,79.3851121685928,0.2730496453900709,0.2783505154639175,50.26504350369233
16.0,12.0,5.0,1.1,90.0,45.0,Secondary,Estimate,Medium,0.0550645819170632,0.05,A,1.0,69.29741672331747,0.0957446808510638,0.134020618556701,51.91379688528186
16.0,12.0,5.0,0.8,95.0,41.0,Secondary,Estimate,Medium,0.0346702923181509,0.05,A,1.0,70.11318830727397,0.0815602836879432,0.134020618556701,52.62301674343789
